version,task_result,strategy_profile,phase,phase_status,evidence_basis,functional_windows_may_overlap,run_dir,accepted_steps_sha256,plan_sha256,task_inputs_sha256,telemetry_sha256,video_sha256,replay_start_s,replay_end_s,duration_s,source_step_range,fast_segment_range,active_leg,candidate_support_legs,geometry_support_fraction_json,support_evidence_status,servo_commands_json,servo_target_range_deg_json,wheel_commands_json,wheel_target_range_rad_s_json,servo_wheel_concurrent,concurrent_segment_count,candidate_com_target_direction,observed_base_delta_m_json,com_evidence_status,entry_event,completion_event,active_wheel_clearance_range_m_json,peak_abs_roll_rad,peak_abs_pitch_rad,suitable_for_first_fsm,notes
v003_20260805_224517_157723_manual,REPLAY_TASK_SUCCESS_POSTURE_INCOMPLETE,PRIMARY_PROFILE,RR_UNLOAD_AND_LIFT,GEOMETRY_EVENT_ANCHORED,FINAL_GEOMETRY_SUPPORT_DEPARTURE_AND_CLEARANCE_LANDMARK,True,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\fsm_50mm_recording_derived_v3\runs\50mm_fast_replay\v003_20260805_224517_157723_manual\20260815T000143_524471Z_production_fast_0f413de17a,06e13153b7ba75a4283e117d875f1da4895748835a9032c6faadef2bda25b394,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,d5a7946ca7143e8eadf1574e4892da109107cdd5897440d89bb73a97f6932c7a,e8be69e66d448fac1b9044125d638f4808e5ecec8af49a151f7f30ccb734cd56,0031f043148db9a68170f31e19154203e99ce4e9337976d65a483b2653a8771b,58.733333333330556,58.99999999999721,0.2666666666666515,11:12,40:42,RR,"[""FR"",""RL""]","{""FL"":0.2,""FR"":1.0,""RL"":1.0}",GEOMETRY_ONLY_NO_CONTACT_LOAD,"[{""segment"":40,""targets_deg"":{""front_left_hip"":28.1,""front_left_knee"":-8.1,""front_right_hip"":3.7,""front_right_knee"":-10.2,""rear_left_hip"":1.6,""rear_left_knee"":0.0,""rear_right_hip"":0.0,""rear_right_knee"":0.0}},{""segment"":42,""targets_deg"":{""rear_right_knee"":-4.9}}]","{""front_left_hip"":[28.1,28.1],""front_left_knee"":[-8.1,-8.1],""front_right_hip"":[3.7,3.7],""front_right_knee"":[-10.2,-10.2],""rear_left_hip"":[1.6,1.6],""rear_left_knee"":[0.0,0.0],""rear_right_hip"":[0.0,0.0],""rear_right_knee"":[-4.9,0.0]}","[{""segment"":40,""targets_rad_s"":{""front_right_ankle"":-2.09}}]","{""front_right_ankle"":[-2.09,-2.09]}",True,1,"TOWARD_GEOMETRY_SUPPORT_CANDIDATES:FR,RL","{""x"":0.008742272853851318,""y"":0.0049367621541023254,""z"":-0.015387877821922302}",BASE_TRANSLATION_PROXY_ONLY_NO_COM_TELEMETRY,RR final geometry-support departure before crossing,"RR first sufficient top-height clearance, else pre-crossing clearance peak","{""front_face"":[-0.1659426655070817,-0.14794656293559427],""top"":[-0.036945971846580536,0.0027433529496192627],""wheel_center_z"":[0.06304402649402618,0.10273335129022598]}",0.14116704744529834,0.05438697387695483,YES_EVENT_GUARD_CANDIDATE,Observed base direction +X++Y; this is not a measured COM direction.
v003_20260805_224517_157723_manual,REPLAY_TASK_SUCCESS_POSTURE_INCOMPLETE,PRIMARY_PROFILE,RR_FACE_CROSS,GEOMETRY_EVENT_ANCHORED,WHEEL_CLEARANCE_AND_FRONT_FACE_GEOMETRY,True,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\fsm_50mm_recording_derived_v3\runs\50mm_fast_replay\v003_20260805_224517_157723_manual\20260815T000143_524471Z_production_fast_0f413de17a,06e13153b7ba75a4283e117d875f1da4895748835a9032c6faadef2bda25b394,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,d5a7946ca7143e8eadf1574e4892da109107cdd5897440d89bb73a97f6932c7a,e8be69e66d448fac1b9044125d638f4808e5ecec8af49a151f7f30ccb734cd56,0031f043148db9a68170f31e19154203e99ce4e9337976d65a483b2653a8771b,58.99999999999721,60.59999999999712,1.599999999999909,12:13,42:54,RR,"[""FR"",""FL"",""RL""]","{""FL"":1.0,""FR"":1.0,""RL"":1.0}",GEOMETRY_ONLY_NO_CONTACT_LOAD,"[{""segment"":42,""targets_deg"":{""rear_right_knee"":-4.9}},{""segment"":43,""targets_deg"":{""rear_right_knee"":-26.1}},{""segment"":44,""targets_deg"":{""rear_right_knee"":-37.8}},{""segment"":45,""targets_deg"":{""rear_right_knee"":-39.9}},{""segment"":46,""targets_deg"":{""rear_right_knee"":-40.9}},{""segment"":47,""targets_deg"":{""rear_right_hip"":-0.5}},{""segment"":48,""targets_deg"":{""rear_right_hip"":-6.9}},{""segment"":49,""targets_deg"":{""rear_right_hip"":-16.4}},{""segment"":50,""targets_deg"":{""rear_right_hip"":-17.5}},{""segment"":51,""targets_deg"":{""rear_right_hip"":-23.8}},{""segment"":52,""targets_deg"":{""rear_right_hip"":-28.1}},{""segment"":53,""targets_deg"":{""rear_right_hip"":-31.2}}]","{""rear_right_hip"":[-31.2,-0.5],""rear_right_knee"":[-40.9,-4.9]}","[{""segment"":54,""targets_rad_s"":{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}}]","{""front_left_ankle"":[0.3,0.3],""front_right_ankle"":[0.3,0.3],""rear_left_ankle"":[0.3,0.3],""rear_right_ankle"":[0.3,0.3]}",False,0,"TOWARD_GEOMETRY_SUPPORT_CANDIDATES:FR,FL,RL","{""x"":0.001250922679901123,""y"":-0.00016499310731887817,""z"":-0.0014650747179985046}",BASE_TRANSLATION_PROXY_ONLY_NO_COM_TELEMETRY,RR lift-clearance landmark,RR wheel center crosses obstacle front-face plane,"{""front_face"":[-0.14794656293559427,0.0003098283512557032],""top"":[0.0027433529496192627,0.04576411545276639],""wheel_center_z"":[0.10273335129022598,0.1457541137933731]}",0.14116704744529834,0.018800990537837556,YES_EVENT_GUARD_CANDIDATE,Observed base direction +X+-Y; this is not a measured COM direction.
v003_20260805_224517_157723_manual,REPLAY_TASK_SUCCESS_POSTURE_INCOMPLETE,PRIMARY_PROFILE,RR_TOP_PLACE,GEOMETRY_EVENT_ANCHORED,POST_CROSSING_GEOMETRIC_TOP_WITH_FACE_CLEARANCE,True,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\fsm_50mm_recording_derived_v3\runs\50mm_fast_replay\v003_20260805_224517_157723_manual\20260815T000143_524471Z_production_fast_0f413de17a,06e13153b7ba75a4283e117d875f1da4895748835a9032c6faadef2bda25b394,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,d5a7946ca7143e8eadf1574e4892da109107cdd5897440d89bb73a97f6932c7a,e8be69e66d448fac1b9044125d638f4808e5ecec8af49a151f7f30ccb734cd56,0031f043148db9a68170f31e19154203e99ce4e9337976d65a483b2653a8771b,60.59999999999712,67.80000000000128,7.2000000000041595,13:14,54:56,RR,"[""FR"",""FL"",""RL""]","{""FL"":1.0,""FR"":1.0,""RL"":1.0}",GEOMETRY_ONLY_NO_CONTACT_LOAD,"[{""segment"":56,""targets_deg"":{""front_left_hip"":28.1,""front_left_knee"":-8.1,""front_right_hip"":19.6,""front_right_knee"":16.2,""rear_left_hip"":1.6,""rear_left_knee"":0.0,""rear_right_hip"":-31.2,""rear_right_knee"":-40.9}}]","{""front_left_hip"":[28.1,28.1],""front_left_knee"":[-8.1,-8.1],""front_right_hip"":[19.6,19.6],""front_right_knee"":[16.2,16.2],""rear_left_hip"":[1.6,1.6],""rear_left_knee"":[0.0,0.0],""rear_right_hip"":[-31.2,-31.2],""rear_right_knee"":[-40.9,-40.9]}","[{""segment"":54,""targets_rad_s"":{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}},{""segment"":56,""targets_rad_s"":{""front_right_ankle"":2.0943951023931953}}]","{""front_left_ankle"":[0.3,0.3],""front_right_ankle"":[0.3,2.0943951023931953],""rear_left_ankle"":[0.3,0.3],""rear_right_ankle"":[0.3,0.3]}",True,1,"TOWARD_GEOMETRY_SUPPORT_CANDIDATES:FR,FL,RL","{""x"":0.06646066904067993,""y"":-0.017088942229747772,""z"":-0.003499843180179596}",BASE_TRANSLATION_PROXY_ONLY_NO_COM_TELEMETRY,RR front-face crossing,RR first geometric TOP after crossing with nonnegative face clearance,"{""front_face"":[0.0003098283512557032,0.10126430136990194],""top"":[0.009085413813590973,0.04554423391818997],""wheel_center_z"":[0.10907541215419769,0.1455342322587967]}",0.14603394752868104,0.022718228338416135,YES_EVENT_GUARD_CANDIDATE,Observed base direction +X+-Y; this is not a measured COM direction.
v003_20260805_224517_157723_manual,REPLAY_TASK_SUCCESS_POSTURE_INCOMPLETE,PRIMARY_PROFILE,PRE_RL_SUPPORT_SETUP,NOT_DISTINCTLY_OBSERVED,NOT_DISTINCTLY_OBSERVED,True,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\fsm_50mm_recording_derived_v3\runs\50mm_fast_replay\v003_20260805_224517_157723_manual\20260815T000143_524471Z_production_fast_0f413de17a,06e13153b7ba75a4283e117d875f1da4895748835a9032c6faadef2bda25b394,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,d5a7946ca7143e8eadf1574e4892da109107cdd5897440d89bb73a97f6932c7a,e8be69e66d448fac1b9044125d638f4808e5ecec8af49a151f7f30ccb734cd56,0031f043148db9a68170f31e19154203e99ce4e9337976d65a483b2653a8771b,,,,,,,[],{},GEOMETRY_ONLY_NO_CONTACT_LOAD,[],{},[],{},False,0,SUPPORT_WORKSPACE_CANDIDATE,{},BASE_TRANSLATION_PROXY_ONLY_NO_COM_TELEMETRY,RR reaches stable geometric TOP after crossing,first RL servo-target segment in the pre-lift window,{},,,NO_DISTINCT_WINDOW,No distinct evidence window; no phase behavior was invented.
v003_20260805_224517_157723_manual,REPLAY_TASK_SUCCESS_POSTURE_INCOMPLETE,PRIMARY_PROFILE,PRE_RL_COM_SHIFT,COMMAND_AND_BASE_PROXY,PRODUCTION_COMMAND_PATTERN_PLUS_MEASURED_BASE_MOTION_PROXY,True,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\fsm_50mm_recording_derived_v3\runs\50mm_fast_replay\v003_20260805_224517_157723_manual\20260815T000143_524471Z_production_fast_0f413de17a,06e13153b7ba75a4283e117d875f1da4895748835a9032c6faadef2bda25b394,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,d5a7946ca7143e8eadf1574e4892da109107cdd5897440d89bb73a97f6932c7a,e8be69e66d448fac1b9044125d638f4808e5ecec8af49a151f7f30ccb734cd56,0031f043148db9a68170f31e19154203e99ce4e9337976d65a483b2653a8771b,67.80000000000128,70.86666666667038,3.066666666669107,14:17,56:64,RL,"[""FL"",""RR""]","{""FL"":1.0,""FR"":0.46808510638297873,""RR"":1.0}",GEOMETRY_ONLY_NO_CONTACT_LOAD,"[{""segment"":56,""targets_deg"":{""front_left_hip"":28.1,""front_left_knee"":-8.1,""front_right_hip"":19.6,""front_right_knee"":16.2,""rear_left_hip"":1.6,""rear_left_knee"":0.0,""rear_right_hip"":-31.2,""rear_right_knee"":-40.9}},{""segment"":58,""targets_deg"":{""front_right_hip"":23.8}},{""segment"":59,""targets_deg"":{""front_right_hip"":27.0}},{""segment"":60,""targets_deg"":{""front_right_hip"":29.1}},{""segment"":61,""targets_deg"":{""front_right_hip"":30.2}},{""segment"":62,""targets_deg"":{""front_left_hip"":5.8,""front_left_knee"":-28.2,""front_right_hip"":30.2,""front_right_knee"":16.2,""rear_left_hip"":1.6,""rear_left_knee"":0.0,""rear_right_hip"":-31.2,""rear_right_knee"":-40.9}},{""segment"":64,""targets_deg"":{""front_left_hip"":-25.9,""front_left_knee"":-38.8,""front_right_hip"":30.2,""front_right_knee"":16.2,""rear_left_hip"":1.6,""rear_left_knee"":0.0,""rear_right_hip"":-31.2,""rear_right_knee"":-40.9}}]","{""front_left_hip"":[-25.9,28.1],""front_left_knee"":[-38.8,-8.1],""front_right_hip"":[19.6,30.2],""front_right_knee"":[16.2,16.2],""rear_left_hip"":[1.6,1.6],""rear_left_knee"":[0.0,0.0],""rear_right_hip"":[-31.2,-31.2],""rear_right_knee"":[-40.9,-40.9]}","[{""segment"":56,""targets_rad_s"":{""front_right_ankle"":2.0943951023931953}},{""segment"":62,""targets_rad_s"":{""front_left_ankle"":-1.96}},{""segment"":64,""targets_rad_s"":{""front_left_ankle"":-1.19}}]","{""front_left_ankle"":[-1.96,-1.19],""front_right_ankle"":[2.0943951023931953,2.0943951023931953]}",True,3,TOWARD_FR_OR_DIAGONAL_SUPPORT_CANDIDATE,"{""x"":0.012824714183807373,""y"":-0.01620853692293167,""z"":0.015310868620872498}",BASE_TRANSLATION_PROXY_ONLY_NO_COM_TELEMETRY,first RL servo-target segment in the pre-lift window,RL final geometry-support departure before crossing,"{""front_face"":[-0.0897775556342637,-0.05173179166484232],""top"":[-0.05001093000173572,-0.049270934611558945],""wheel_center_z"":[0.049979068338871,0.050719063729047775]}",0.04689282504527353,0.06038409564939883,CANDIDATE_REQUIRES_FEEDBACK_GUARD,Observed base direction +X+-Y; this is not a measured COM direction.
v003_20260805_224517_157723_manual,REPLAY_TASK_SUCCESS_POSTURE_INCOMPLETE,PRIMARY_PROFILE,RL_UNLOAD_AND_LIFT,GEOMETRY_EVENT_ANCHORED,FINAL_GEOMETRY_SUPPORT_DEPARTURE_AND_CLEARANCE_LANDMARK,True,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\fsm_50mm_recording_derived_v3\runs\50mm_fast_replay\v003_20260805_224517_157723_manual\20260815T000143_524471Z_production_fast_0f413de17a,06e13153b7ba75a4283e117d875f1da4895748835a9032c6faadef2bda25b394,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,d5a7946ca7143e8eadf1574e4892da109107cdd5897440d89bb73a97f6932c7a,e8be69e66d448fac1b9044125d638f4808e5ecec8af49a151f7f30ccb734cd56,0031f043148db9a68170f31e19154203e99ce4e9337976d65a483b2653a8771b,70.86666666667038,71.66666666667102,0.8000000000006366,17:17,64:64,RL,"[""FL"",""RR""]","{""FL"":1.0,""FR"":0.07692307692307693,""RR"":1.0}",GEOMETRY_ONLY_NO_CONTACT_LOAD,"[{""segment"":64,""targets_deg"":{""front_left_hip"":-25.9,""front_left_knee"":-38.8,""front_right_hip"":30.2,""front_right_knee"":16.2,""rear_left_hip"":1.6,""rear_left_knee"":0.0,""rear_right_hip"":-31.2,""rear_right_knee"":-40.9}}]","{""front_left_hip"":[-25.9,-25.9],""front_left_knee"":[-38.8,-38.8],""front_right_hip"":[30.2,30.2],""front_right_knee"":[16.2,16.2],""rear_left_hip"":[1.6,1.6],""rear_left_knee"":[0.0,0.0],""rear_right_hip"":[-31.2,-31.2],""rear_right_knee"":[-40.9,-40.9]}","[{""segment"":64,""targets_rad_s"":{""front_left_ankle"":-1.19}}]","{""front_left_ankle"":[-1.19,-1.19]}",True,1,"TOWARD_GEOMETRY_SUPPORT_CANDIDATES:FL,RR","{""x"":-0.011935293674468994,""y"":-0.012470267713069916,""z"":0.008878231048583984}",BASE_TRANSLATION_PROXY_ONLY_NO_COM_TELEMETRY,RL final geometry-support departure before crossing,"RL first sufficient top-height clearance, else pre-crossing clearance peak","{""front_face"":[-0.07953977244067545,-0.051795449425462436],""top"":[-0.049998338520526917,0.013276931643485992],""wheel_center_z"":[0.0499916598200798,0.11326692998409271]}",0.09351001132063744,0.10589000252313614,YES_EVENT_GUARD_CANDIDATE,Observed base direction -X+-Y; this is not a measured COM direction.
v003_20260805_224517_157723_manual,REPLAY_TASK_SUCCESS_POSTURE_INCOMPLETE,PRIMARY_PROFILE,RL_FACE_CROSS,GEOMETRY_EVENT_ANCHORED,WHEEL_CLEARANCE_AND_FRONT_FACE_GEOMETRY,True,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\fsm_50mm_recording_derived_v3\runs\50mm_fast_replay\v003_20260805_224517_157723_manual\20260815T000143_524471Z_production_fast_0f413de17a,06e13153b7ba75a4283e117d875f1da4895748835a9032c6faadef2bda25b394,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,d5a7946ca7143e8eadf1574e4892da109107cdd5897440d89bb73a97f6932c7a,e8be69e66d448fac1b9044125d638f4808e5ecec8af49a151f7f30ccb734cd56,0031f043148db9a68170f31e19154203e99ce4e9337976d65a483b2653a8771b,71.66666666667102,76.40000000000812,4.7333333333371,17:21,64:97,RL,"[""FR"",""FL"",""RR""]","{""FL"":1.0,""FR"":1.0,""RR"":1.0}",GEOMETRY_ONLY_NO_CONTACT_LOAD,"[{""segment"":64,""targets_deg"":{""front_left_hip"":-25.9,""front_left_knee"":-38.8,""front_right_hip"":30.2,""front_right_knee"":16.2,""rear_left_hip"":1.6,""rear_left_knee"":0.0,""rear_right_hip"":-31.2,""rear_right_knee"":-40.9}},{""segment"":66,""targets_deg"":{""rear_left_knee"":4.6}},{""segment"":67,""targets_deg"":{""rear_left_knee"":10.9}},{""segment"":68,""targets_deg"":{""rear_left_knee"":13.1}},{""segment"":69,""targets_deg"":{""rear_left_knee"":17.3}},{""segment"":70,""targets_deg"":{""rear_left_knee"":18.4}},{""segment"":71,""targets_deg"":{""rear_left_knee"":19.4}},{""segment"":72,""targets_deg"":{""rear_left_knee"":20.5}},{""segment"":73,""targets_deg"":{""rear_left_knee"":21.5}},{""segment"":74,""targets_deg"":{""rear_left_knee"":22.6}},{""segment"":75,""targets_deg"":{""rear_left_knee"":25.8}},{""segment"":76,""targets_deg"":{""rear_left_hip"":-1.6}},{""segment"":77,""targets_deg"":{""rear_left_hip"":-12.2}},{""segment"":78,""targets_deg"":{""rear_left_hip"":-17.5}},{""segment"":79,""targets_deg"":{""rear_left_hip"":-16.4}},{""segment"":80,""targets_deg"":{""rear_left_hip"":-14.3}},{""segment"":81,""targets_deg"":{""rear_left_hip"":11.1}},{""segment"":82,""targets_deg"":{""rear_left_hip"":13.2}},{""segment"":83,""targets_deg"":{""rear_left_hip"":15.4}},{""segment"":84,""targets_deg"":{""rear_left_hip"":16.4}},{""segment"":85,""targets_deg"":{""rear_left_knee"":22.6}},{""segment"":86,""targets_deg"":{""rear_left_knee"":2.5}},{""segment"":87,""targets_deg"":{""rear_left_knee"":-12.4}},{""segment"":88,""targets_deg"":{""rear_left_knee"":-15.5}},{""segment"":89,""targets_deg"":{""rear_left_knee"":-16.6}},{""segment"":90,""targets_deg"":{""rear_left_hip"":9.0}},{""segment"":91,""targets_deg"":{""rear_left_hip"":0.5}},{""segment"":92,""targets_deg"":{""rear_left_hip"":-5.8}},{""segment"":93,""targets_deg"":{""rear_left_hip"":-9.0}},{""segment"":94,""targets_deg"":{""rear_left_hip"":-12.2}},{""segment"":95,""targets_deg"":{""rear_left_hip"":-14.3}},{""segment"":96,""targets_deg"":{""rear_left_hip"":-17.5}},{""segment"":97,""targets_deg"":{""rear_left_hip"":-19.6}}]","{""front_left_hip"":[-25.9,-25.9],""front_left_knee"":[-38.8,-38.8],""front_right_hip"":[30.2,30.2],""front_right_knee"":[16.2,16.2],""rear_left_hip"":[-19.6,16.4],""rear_left_knee"":[-16.6,25.8],""rear_right_hip"":[-31.2,-31.2],""rear_right_knee"":[-40.9,-40.9]}","[{""segment"":64,""targets_rad_s"":{""front_left_ankle"":-1.19}}]","{""front_left_ankle"":[-1.19,-1.19]}",True,1,"TOWARD_GEOMETRY_SUPPORT_CANDIDATES:FR,FL,RR","{""x"":-0.01403719186782837,""y"":-0.00496266782283783,""z"":0.011524088680744171}",BASE_TRANSLATION_PROXY_ONLY_NO_COM_TELEMETRY,RL lift-clearance landmark,RL wheel center crosses obstacle front-face plane,"{""front_face"":[-0.1948265697257554,0.0017370615704024317],""top"":[-0.009482721984386475,0.11659906506538388],""wheel_center_z"":[0.09050727635622025,0.2165890634059906]}",0.1287312870385387,0.12493852372366954,YES_EVENT_GUARD_CANDIDATE,Observed base direction -X+-Y; this is not a measured COM direction.
v003_20260805_224517_157723_manual,REPLAY_TASK_SUCCESS_POSTURE_INCOMPLETE,PRIMARY_PROFILE,RL_TOP_PLACE,GEOMETRY_EVENT_ANCHORED,POST_CROSSING_GEOMETRIC_TOP_WITH_FACE_CLEARANCE,True,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\fsm_50mm_recording_derived_v3\runs\50mm_fast_replay\v003_20260805_224517_157723_manual\20260815T000143_524471Z_production_fast_0f413de17a,06e13153b7ba75a4283e117d875f1da4895748835a9032c6faadef2bda25b394,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,d5a7946ca7143e8eadf1574e4892da109107cdd5897440d89bb73a97f6932c7a,e8be69e66d448fac1b9044125d638f4808e5ecec8af49a151f7f30ccb734cd56,0031f043148db9a68170f31e19154203e99ce4e9337976d65a483b2653a8771b,76.40000000000812,76.40000000000812,0.0,21:21,97:97,RL,"[""FR"",""FL"",""RR""]","{""FL"":1.0,""FR"":1.0,""RR"":1.0}",GEOMETRY_ONLY_NO_CONTACT_LOAD,"[{""segment"":97,""targets_deg"":{""rear_left_hip"":-19.6}}]","{""rear_left_hip"":[-19.6,-19.6]}",[],{},False,0,"TOWARD_GEOMETRY_SUPPORT_CANDIDATES:FR,FL,RR","{""x"":0.0,""y"":0.0,""z"":0.0}",BASE_TRANSLATION_PROXY_ONLY_NO_COM_TELEMETRY,RL front-face crossing,RL first geometric TOP after crossing with nonnegative face clearance,"{""front_face"":[0.0017370615704024317,0.0017370615704024317],""top"":[0.010548394918441742,0.010548394918441742],""wheel_center_z"":[0.11053839325904846,0.11053839325904846]}",0.12858748359227776,0.12362232699376582,YES_EVENT_GUARD_CANDIDATE,Observed base direction NEGLIGIBLE_XY; this is not a measured COM direction.
v003_20260805_224517_157723_manual,REPLAY_TASK_SUCCESS_POSTURE_INCOMPLETE,PRIMARY_PROFILE,FINAL_ADVANCE,COMMAND_AND_BASE_PROXY,PRODUCTION_COMMAND_PATTERN_PLUS_MEASURED_BASE_MOTION_PROXY,True,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\fsm_50mm_recording_derived_v3\runs\50mm_fast_replay\v003_20260805_224517_157723_manual\20260815T000143_524471Z_production_fast_0f413de17a,06e13153b7ba75a4283e117d875f1da4895748835a9032c6faadef2bda25b394,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,d5a7946ca7143e8eadf1574e4892da109107cdd5897440d89bb73a97f6932c7a,e8be69e66d448fac1b9044125d638f4808e5ecec8af49a151f7f30ccb734cd56,0031f043148db9a68170f31e19154203e99ce4e9337976d65a483b2653a8771b,76.86666666667516,89.73333333335206,12.866666666676906,22:23,102:104,,"[""FR"",""FL"",""RR"",""RL""]","{""FL"":1.0,""FR"":0.9020618556701031,""RL"":1.0,""RR"":1.0}",GEOMETRY_ONLY_NO_CONTACT_LOAD,"[{""segment"":104,""targets_deg"":{""front_left_hip"":0.5,""front_left_knee"":-0.7,""front_right_hip"":30.2,""front_right_knee"":16.2,""rear_left_hip"":-28.1,""rear_left_knee"":-16.6,""rear_right_hip"":-31.2,""rear_right_knee"":-40.9}}]","{""front_left_hip"":[0.5,0.5],""front_left_knee"":[-0.7,-0.7],""front_right_hip"":[30.2,30.2],""front_right_knee"":[16.2,16.2],""rear_left_hip"":[-28.1,-28.1],""rear_left_knee"":[-16.6,-16.6],""rear_right_hip"":[-31.2,-31.2],""rear_right_knee"":[-40.9,-40.9]}","[{""segment"":102,""targets_rad_s"":{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}},{""segment"":104,""targets_rad_s"":{""front_left_ankle"":1.93}}]","{""front_left_ankle"":[0.3,1.93],""front_right_ankle"":[0.3,0.3],""rear_left_ankle"":[0.3,0.3],""rear_right_ankle"":[0.3,0.3]}",True,1,FORWARD,"{""x"":0.11208701133728027,""y"":0.0016645491123199463,""z"":0.014628604054450989}",BASE_TRANSLATION_PROXY_ONLY_NO_COM_TELEMETRY,RL front-face crossing has occurred,selected post-RL wheel-command run ends,{},0.15258522240376568,0.12930177065430012,CANDIDATE_REQUIRES_FEEDBACK_GUARD,Observed base direction +X++Y; this is not a measured COM direction.
v003_20260805_224517_157723_manual,REPLAY_TASK_SUCCESS_POSTURE_INCOMPLETE,RECOVERY_PROFILE_2,FINAL_POSTURE_RECOVERY,COMMAND_AND_BASE_PROXY,PRODUCTION_COMMAND_PATTERN_PLUS_MEASURED_BASE_MOTION_PROXY,True,C:\robotics_sim\wlr_robot\height_based_obstacle_replay\fsm_50mm_recording_derived_v3\runs\50mm_fast_replay\v003_20260805_224517_157723_manual\20260815T000143_524471Z_production_fast_0f413de17a,06e13153b7ba75a4283e117d875f1da4895748835a9032c6faadef2bda25b394,a53acff942cbb19782c2f804add7feaca3662202107ecffadd110a3fb4acd76c,d5a7946ca7143e8eadf1574e4892da109107cdd5897440d89bb73a97f6932c7a,e8be69e66d448fac1b9044125d638f4808e5ecec8af49a151f7f30ccb734cd56,0031f043148db9a68170f31e19154203e99ce4e9337976d65a483b2653a8771b,89.73333333335206,90.93333333335302,1.200000000000955,23:24,104:111,,"[""FR"",""FL"",""RR"",""RL""]","{""FL"":1.0,""FR"":0.6,""RL"":1.0,""RR"":1.0}",GEOMETRY_ONLY_NO_CONTACT_LOAD,"[{""segment"":104,""targets_deg"":{""front_left_hip"":0.5,""front_left_knee"":-0.7,""front_right_hip"":30.2,""front_right_knee"":16.2,""rear_left_hip"":-28.1,""rear_left_knee"":-16.6,""rear_right_hip"":-31.2,""rear_right_knee"":-40.9}},{""segment"":106,""targets_deg"":{""front_right_hip"":29.1}},{""segment"":107,""targets_deg"":{""front_right_hip"":19.6}},{""segment"":108,""targets_deg"":{""front_right_hip"":17.5}},{""segment"":109,""targets_deg"":{""front_right_hip"":15.4}},{""segment"":110,""targets_deg"":{""front_right_hip"":13.2}},{""segment"":111,""targets_deg"":{""front_right_hip"":11.1}}]","{""front_left_hip"":[0.5,0.5],""front_left_knee"":[-0.7,-0.7],""front_right_hip"":[11.1,30.2],""front_right_knee"":[16.2,16.2],""rear_left_hip"":[-28.1,-28.1],""rear_left_knee"":[-16.6,-16.6],""rear_right_hip"":[-31.2,-31.2],""rear_right_knee"":[-40.9,-40.9]}","[{""segment"":104,""targets_rad_s"":{""front_left_ankle"":1.93}}]","{""front_left_ankle"":[1.93,1.93]}",True,1,HOME_LIKE_RECOVERY_CANDIDATE,"{""x"":0.010508418083190918,""y"":-0.004565447568893433,""z"":0.01003950834274292}",BASE_TRANSLATION_PROXY_ONLY_NO_COM_TELEMETRY,final advance ends or RL reaches stable geometric TOP,production scheduler completes,{},0.1418204338115968,0.038787506243257726,CANDIDATE_REQUIRES_FEEDBACK_GUARD,Observed base direction +X+-Y; this is not a measured COM direction.
